id|identifier|fullName|otherNames|legalForm|predecessor|successor|address|buildingNumber|street|municipality|postalCodes|country|establishmentDate|terminationDate
9241343|50932098|Pegas-Forest s.r.o.||Spoločnosť s ručením obmedzeným||||133||Hermanovce nad Topľou|['09434']|Slovenská republika|2017-06-16|
16672980|55065830|Audit Accounting, s.r.o.||Spoločnosť s ručením obmedzeným||||35|Letná|Michalovce|['07101']|Slovenská republika|2022-12-02|
601268|43897452|GASTRO VRÁBEĽ, s.r.o.||Spoločnosť s ručením obmedzeným||||1832|M.R.Štefánika|Dolný Kubín|['02601']|Slovenská republika|2008-01-01|
9388922|00686832|Ministerstvo hospodárstva Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Ružinov, Mlynské nivy 44/a, 82715, Slovenská republika|44/a|Mlynské nivy|Bratislava - mestská časť Ružinov|['82715']|Slovenská republika|1990-10-01|
349681|36545074|SERVIS LINE, s.r.o.||Spoločnosť s ručením obmedzeným||||1|Vinohrady|Nové Zámky|['94001']|Slovenská republika|2001-12-17|
681308|36693847|REVITAL PLUS, s.r.o.||Spoločnosť s ručením obmedzeným||||42||Koromľa|['07262']|Slovenská republika|2006-11-03|
885953|44189931|GRANDESSA, s. r. o.||Spoločnosť s ručením obmedzeným||||2732/15A|B. Němcovej|Vranov nad Topľou|['093 01']|Slovenská republika|2008-05-28|
9642272|35519193|JUDr. Alojz Naništa, advokát||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona||||8|Sládkovičova|Prešov|['08001']|Slovenská republika|1990-07-01|
736358|36492876|FERSTAV, spol. s r.o.||Spoločnosť s ručením obmedzeným||||55|Námestie Slobody|Humenné|['06601']|Slovenská republika|2004-04-17|
15364083|17151627|Cirkevná spojená škola, Školská 650, Vranov nad Topľou||Nezisková organizácia||||650|Školská|Vranov nad Topľou||Slovenská republika|1992-06-08|
9389327|31749542|Štátny fond rozvoja bývania||Fondy|||Bratislava - mestská časť Staré Mesto, Lamačská cesta 4256/8, 83304, Slovenská republika|8|Lamačská cesta|Bratislava - mestská časť Staré Mesto|['83304']|Slovenská republika|2005-02-01|
10002289|52556107|Era Novum, s.r.o.||Spoločnosť s ručením obmedzeným||||71|Kuzmányho|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2019-08-01|
14776399|42381941|Urbárska spoločnosť - pozemkové spoločenstvo||Pozemkové spoločenstvo||||103|Benkovce|Benkovce|['09402']|Slovenská republika|2011-07-01|
646001|36485039|Crystal Comfort s.r.o.||Spoločnosť s ručením obmedzeným||||2427|M. R. Štefánika|Vranov nad Topľou|['09301']|Slovenská republika|2003-04-16|
15136738|00162230|Obchodná akadémia, Daxnerova 88, Vranov nad Topľou||Rozpočtová organizácia||||88|Daxnerova|Vranov nad Topľou||Slovenská republika|1969-09-01|
375051|35891866|CLEAN TONERY, s.r.o.||Spoločnosť s ručením obmedzeným||||27|Za Hradbami|Pezinok|['90201']|Slovenská republika|2004-07-02|
9781433|00164348|Národný inštitút vzdelávania a mládeže||Príspevková organizácia|||Bratislava - mestská časť Petržalka, Ševčenkova 1128/11, 85005, Slovenská republika|11|Ševčenkova|Bratislava - mestská časť Petržalka|['85005']|Slovenská republika|1986-01-01|
9711583|31998828|Rímskokatolícka farnosť Nanebovzatia Panny Márie, Hanušovce nad Topľou||Cirkevná organizácia|||Hanušovce nad Topľou, Štúrova 337/13, 09431, Slovenská republika|13|Štúrova|Hanušovce nad Topľou|['09431']|Slovenská republika|1994-01-01|
9729990|31979424|Rímskokatolícka farnosť Narodenia sv. Jána Krstiteľa, Sedliská||Cirkevná organizácia|||Sedliská, 31, časť obce: Sedliská, 09409, Slovenská republika|||Sedliská|['09409']|Slovenská republika|1990-01-01|
259060|47428171|AGROBOR, s. r. o.||Spoločnosť s ručením obmedzeným||||6|Kpt. Jaroša|Tvrdošovce|['941 10']|Slovenská republika|2013-10-03|
1004529|35910739|SPP - distribúcia, a.s.||Akciová spoločnosť||||19013/2|Plátennícka|Bratislava - mestská časť Ružinov|['82109']|Slovenská republika|2004-12-10|
1006385|35954612|Slovanet, a. s.||Akciová spoločnosť||||19|Galvaniho|Bratislava - mestská časť Ružinov|['82104']|Slovenská republika|2005-09-17|
3793581|46890971|Milan Groško - MGP||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Miňovce|['09032']|Slovenská republika|2012-11-01|
606808|31733174|PK AUTO, spol. s r.o.||Spoločnosť s ručením obmedzeným||||23|Duklianska|Prešov|['08001']|Slovenská republika|1996-09-10|
9372627|00332445|Obec Jastrabie nad Topľou||Obec (obecný úrad), mesto (mestský úrad)|||Jastrabie nad Topľou, 113, 09435, Slovenská republika|||Jastrabie nad Topľou|['09435']|Slovenská republika|1973-07-01|
1815499|17194415|Ing. Peter Paulovčák - VODIP||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||3|Zeleninárska|Michalovce|['07101']|Slovenská republika|1992-09-04|
4666734|42412871|Nadácia EPH||Nadácia||||2|Plátennícka|Bratislava - mestská časť Ružinov|['82109']|Slovenská republika|2014-10-30|
644582|44873905|RamontBuilding s. r. o.||Spoločnosť s ručením obmedzeným||||11||Abranovce|['08252']|Slovenská republika|2009-11-20|
9371151|00331007|Mesto Stropkov||Obec (obecný úrad), mesto (mestský úrad)|||Stropkov, Hlavná 38/2|2|Hlavná|Stropkov|['09101']|Slovenská republika|1973-07-01|
15134419|37876031|Základná škola s materskou školou, Michalská 398/8, Spišské Bystré||Rozpočtová organizácia||||8|Michalská|Spišské Bystré||Slovenská republika|1961-09-03|
670650|31666442|BUKÓZA INVEST spol. s r.o.||Spoločnosť s ručením obmedzeným||||2073|Hencovská|Hencovce|['09302']|Slovenská republika|1993-01-29|
1011684|17308267|K A S I C O, a. s.||Akciová spoločnosť||||2C|lvanská cesta|Bratislava - mestská časť Ružinov|['821 04']|Slovenská republika|1991-06-03|
1009549|35977540|UNIQA d.d.s., a.s.||Akciová spoločnosť||||3986/15|Krasovského|Bratislava - mestská časť Petržalka|['85101']|Slovenská republika|2006-02-15|
607845|17147387|UNISTAV, s.r.o., Prešov||Spoločnosť s ručením obmedzeným||||25|Ku Surdoku|Prešov|['08001']|Slovenská republika|1992-01-08|
14180514|31966578|Rímskokatolícka cirkev, farnosť Žehra||Cirkevná organizácia|||Žehra, 87, 05361, Slovenská republika|||Žehra|['05361']|Slovenská republika|1990-01-01|
10909622|52807886|Lilly enviro, s.r.o.||Spoločnosť s ručením obmedzeným||||68||Uzovské Pekľany|['08263']|Slovenská republika|2019-12-24|
537995|44496788|||Spoločnosť s ručením obmedzeným|||||||||2009-02-25|2022-05-19
4689250|42344662|Miestna akčná skupina Pod hradom Čičva||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Kladzany|['09421']|Slovenská republika|2013-12-10|
754490|36766879|Regena ES s.r.o. Strážske||Spoločnosť s ručením obmedzeným||||142|Mierová|Strážske|['07222']|Slovenská republika|2007-05-01|
9371872|00626031|Slovenská agentúra životného prostredia||Príspevková organizácia|||Banská Bystrica, Tajovského 14049/28, časť obce: Banská Bystrica, 97590, Slovenská republika|28|Tajovského|Banská Bystrica|['97590']|Slovenská republika|2004-11-01|
2693151|37353314|Marek Hurný - služby požiarnej ochrany||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Soľ|['09435']|Slovenská republika|2001-04-01|
15146248|53528654|Up Déjeuner, s. r. o.||Spoločnosť s ručením obmedzeným||||64A|Tomášikova|Bratislava - mestská časť Nové Mesto|['83104']|Slovenská republika|2021-02-10|
862061|31654207|Fotinus s.r.o.||Spoločnosť s ručením obmedzeným||||819/13|Lúčna|Vranov nad Topľou|['09301']|Slovenská republika|1992-06-22|
573066|36418633|Unistav Teplička, s. r. o.||Spoločnosť s ručením obmedzeným||||1326/124|Fatranská|Teplička nad Váhom|['01301']|Slovenská republika|2004-05-07|
710658|36319198|Kofola a.s.||Akciová spoločnosť||||súp. č. 1||Rajecká Lesná|['01315']|Slovenská republika|2001-07-16|
14180524|53056043|Alphabet group s. r. o.||Spoločnosť s ručením obmedzeným||||11/C|Strojárenská|Košice - mestská časť Staré Mesto|['040 01']|Slovenská republika|2020-05-05|
15617379|42096464|Ing. Andrea Lupták||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona|||Poproč, Lesná 1035/41, 04424, Slovenská republika|41|Lesná|Poproč|['04424']|Slovenská republika|2007-01-11|
9643441|31942423|doc. JUDr. Jozef Sotolář, PhD., advokát||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona||||1|Južná trieda|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|1992-08-11|
10069489|31952810|Gréckokatolícka cirkev, farnosť Vranov nad Topľou-Čemerné||Cirkevná organizácia|||Vranov nad Topľou, Námestie P.P.Gojdiča 327/2|2|Námestie P.P.Gojdiča|Vranov nad Topľou|['09303']|Slovenská republika|1993-06-29|
16661605|55080987|Advokátska kancelária POLÁK s.r.o.||Spoločnosť s ručením obmedzeným||||14|Poštová|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2022-11-29|
715542|00168963|COOP Jednota Liptovský Mikuláš, spotrebné družstvo||Družstvo||||54|ul. 1.mája|Liptovský Mikuláš|['03125']|Slovenská republika|1953-09-13|
810455|36574899|STAVENA, stavebno-obchodná spoločnosť, spol. s r.o.||Spoločnosť s ručením obmedzeným||||57|Masarykova|Michalovce|['07101']|Slovenská republika|2003-12-08|
13457696|52989232|BECA IZOLÁCIE s.r.o.||Spoločnosť s ručením obmedzeným||||111/91|Hlavná|Michaľany|['07614']|Slovenská republika|2020-03-07|
4734364|37871072|Tanečný klub DYNO||Združenie (zväz, spolok, spoločnosť, klub ai.)||||1052|Sídlisko Juh D/|Vranov nad Topľou|['09301']|Slovenská republika|2001-12-27|
4613063|31983588|Občianske združenie - Folklórny súbor VRANOVČAN||Združenie (zväz, spolok, spoločnosť, klub ai.)||||1241|Staničná|Vranov nad Topľou|['09301']|Slovenská republika|1994-11-23|
783573|31686303|ORIENS s.r.o.||Spoločnosť s ručením obmedzeným||||3|Gemerská|Košice|['04001']|Slovenská republika|1994-03-03|
4598096|42230853|Gréckokatolícky chrámový zbor bl. P. P. Gojdiča||Združenie (zväz, spolok, spoločnosť, klub ai.)||||327|Nám. bl. P. P. Gojdiča|Vranov nad Topľou|['09303']|Slovenská republika|2011-04-01|
9798779|52195171|Maroš Vnouček||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||41|Sídlisko 1.mája|Vranov nad Topľou|['09301']|Slovenská republika|2019-02-01|2024-10-16
9077892|50687018|GERIA, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||89|Zbojné|Zbojné|['06713']|Slovenská republika|2017-01-13|
678943|31721079|C.M.R. Slovakia, s.r.o.||Spoločnosť s ručením obmedzeným||||13|Bardejovská|Ľubotice|['08006']|Slovenská republika|1996-02-07|
9800971|52152219|Edusteps||Združenie (zväz, spolok, spoločnosť, klub ai.)||||8|Karpatská|Svidník|['08901']|Slovenská republika|2019-01-25|
1005675|35858010|ENVI - PAK, a.s.||Akciová spoločnosť||||15/A|Galvaniho|Bratislava - mestská časť Ružinov|['82104']|Slovenská republika|2003-05-16|
259877|35786078|UNIKONT SLOVAKIA, spol. s r.o.||Spoločnosť s ručením obmedzeným||||922/50|Murgašova|Dubnica nad Váhom|['01841']|Slovenská republika|2000-04-13|
747737|44172338|Michal Tabaka, s.r.o.||Spoločnosť s ručením obmedzeným||||1754/12|Nerudova|Vranov nad Topľou|['09302']|Slovenská republika|2008-06-19|
782895|31708722|Podielnicke družstvo ONDAVA Stropkov||Družstvo|||||Šarišská ulica|Stropkov|['09101']|Slovenská republika|1995-05-30|
214637|36286451|TENZONA Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||3|Bojnická|Bratislava|['83104']|Slovenská republika|2006-03-16|
14902985|53352718|Ing. Rastislav Chamaj||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||17|Buzulucká|Košice - mestská časť Dargovských hrdinov|['04022']|Slovenská republika|2020-10-05|
737870|36490903|PRODAP s.r.o.||Spoločnosť s ručením obmedzeným||||980/31|Sídlisko I.|Vranov nad Topľou|['09301']|Slovenská republika|2004-02-11|
9371450|00332534|Obec Malá Domaša||Obec (obecný úrad), mesto (mestský úrad)|||Malá Domaša, Malá Domaša 106|106|Malá Domaša|Malá Domaša|['09402']|Slovenská republika|1973-07-01|
9730282|35507543|Rímskokatolícka farnosť sv. Mikuláša, Soľ||Cirkevná organizácia|||Soľ, 302, 09435, Slovenská republika|||Soľ|['09435']|Slovenská republika|1990-01-01|
701142|36477591|REAL VT s.r.o.||Spoločnosť s ručením obmedzeným||||973/11|Sídlisko I.|Vranov nad Topľou|['09301']|Slovenská republika|2002-01-03|
725467|47326565|MEFIX s.r.o.||Spoločnosť s ručením obmedzeným||||62|Cabov|Cabov|['09414']|Slovenská republika|2013-08-06|
700338|36743631|IWIN SERVICES spol. s r.o.||Spoločnosť s ručením obmedzeným||||1285|Budovateľská|Vranov nad Topľou|['09301']|Slovenská republika|2007-02-23|
690499|36474738|VIJOFEL trade, s.r.o.||Spoločnosť s ručením obmedzeným||||182/1||Bartošovce|['08642']|Slovenská republika|2001-08-21|
764968|43908977|KOMENSKY, s.r.o.||Spoločnosť s ručením obmedzeným||||1/360|Park mládeže|Košice|['04001']|Slovenská republika|2008-01-19|
671196|36473219|CIMBAĽÁK s.r.o.||Spoločnosť s ručením obmedzeným||||17A/3579|Duklianska|Bardejov|['08501']|Slovenská republika|2001-06-05|
4762670|48329461|webex.digital s.r.o.||Spoločnosť s ručením obmedzeným||||2|Ostrovského|Košice - Juh|['04001']|Slovenská republika|2015-10-20|
9828593|52264629|Join-s s. r. o.||Spoločnosť s ručením obmedzeným||||3220/1|Astronomická|Bratislava - mestská časť Ružinov|['821 02']|Slovenská republika|2019-03-09|
3570262|35459468|Adrián Bonk POŽIARNY SERVIS||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||24|Kukorelliho|Humenné|['06601']|Slovenská republika|1999-01-04|
9274039|50869787|Prestav design s. r. o.||Spoločnosť s ručením obmedzeným||||28|Horárska|Prešov|['08001']|Slovenská republika|2017-07-11|
16918879|55345654|Lucia Goliašová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Kučín|['08612']|Slovenská republika|2023-04-03|
16149056|54421438|Regionálna značka HORNÝ ZEMPLÍN||Záujmové združenie právnických osôb||||32|Sládkovičova|Hencovce|['09302']|Slovenská republika|2022-02-24|
618111|46897658|P3C s.r.o.||Spoločnosť s ručením obmedzeným||||6269/17|Pöschlova|Prešov|['080 01']|Slovenská republika|2013-01-01|
13696915|00397610|Technická univerzita v Košiciach||Verejnoprávna inštitúcia||||9|Letná|Košice - mestská časť Sever|['04200']|Slovenská republika|1952-07-08|
674092|46303219|Mess-Exx, s.r.o.||Spoločnosť s ručením obmedzeným||||110|Mlynica|Mlynica|['059 91']|Slovenská republika|2011-08-26|
448270|00000001|||Štátny podnik|||||||||1988-08-02|2021-10-22
2713294|34896821|Pavol Popaďak - GEO-POL||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||129|Hlavná|Sečovská Polianka|['09414']|Slovenská republika|1997-05-01|
750363|47957719|Z & K Tech s.r.o.||Spoločnosť s ručením obmedzeným||||67||Klokočov|['07236']|Slovenská republika|2014-11-27|
9882190|52310906|ToP electric, s.r.o.||Spoločnosť s ručením obmedzeným||||816/19|Družstevná|Spišské Bystré|['05918']|Slovenská republika|2019-04-24|
2814041|46237615|Marek Knežník MPTA||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||182|SNP|Spišské Bystré|['05918']|Slovenská republika|2011-06-10|
9388498|00165182|Ministerstvo kultúry Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Nám. SNP 33, 81331, Slovenská republika|33|Nám. SNP|Bratislava - mestská časť Staré Mesto|['81331']|Slovenská republika|1974-01-01|
590129|31590128|SUNSOFT plus spol. s r.o.||Spoločnosť s ručením obmedzeným||||1688/15|Hviezdoslavovo nám.|Dolný Kubín|['02601']|Slovenská republika|1993-07-30|
283190|36811033|Duvlan s.r.o.||Spoločnosť s ručením obmedzeným||||1990/23|K Zornici|Bánovce nad Bebravou|['957 01']|Slovenská republika|2007-07-28|
9370628|00332992|Obec Žalobín||Obec (obecný úrad), mesto (mestský úrad)|||Žalobín, 144, 09403, Slovenská republika|||Žalobín|['09403']|Slovenská republika|1973-07-01|
16335894|54646995|ENERGY WEST s. r. o.||Spoločnosť s ručením obmedzeným||||73|Kobyly|Kobyly|['086 22']|Slovenská republika|2022-06-10|
877079|34116125|STAVMAT STAVEBNINY, s.r.o.||Spoločnosť s ručením obmedzeným||||56|Pezinská|Malacky|['90101']|Slovenská republika|1995-02-20|
800217|44483767|Východoslovenská energetika a.s.||Akciová spoločnosť||||31|Mlynská|Košice|['04291']|Slovenská republika|2008-11-28|
869073|36200336|JEGON, s.r.o.||Spoločnosť s ručením obmedzeným||||č.12|Š. Kukuru|Michalovce|['07101']|Slovenská republika|2000-08-23|
15814030|54007097|Školská jedáleň, Bernolákova ulica 1061, Vranov nad Topľou||Rozpočtová organizácia||||1061|Bernolákova ulica|Vranov nad Topľou||Slovenská republika|2021-09-01|
4803110|50026101|OZ pre podporu vzdelávania, výchovy a kultúry - ROMAD||Združenie (zväz, spolok, spoločnosť, klub ai.)||||17|Ulica Ľudovíta Štúra|Lučenec|['98401']|Slovenská republika|2015-10-23|
9714341|51998408|MAKRA.EU spol. s.r.o.||Spoločnosť s ručením obmedzeným||||710/107|Nová|Sečovská Polianka|['094 14']|Slovenská republika|2018-10-17|
1012550|35810734|DATALAN, a.s.||Akciová spoločnosť||||14|Krasovského|Bratislava - mestská časť Petržalka|['85101']|Slovenská republika|2001-05-01|
596298|36409022|UNICAR, s. r. o.||Spoločnosť s ručením obmedzeným||||68/1848|Ul. 1. mája|Liptovský Mikuláš|['03101']|Slovenská republika|2002-12-18|
9148955|50854607|PARADES, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||106|Gaštanová|Humenné|['06601']|Slovenská republika|2017-04-10|
782697|31737200|COOP Jednota, Vranov nad Topľou, spotrebné družstvo||Družstvo||||79|Námestie slobody|Vranov nad Topľou|['09301']|Slovenská republika|1996-11-22|
692944|36450642|AGROKOM - PLUS, spol. s r.o.||Spoločnosť s ručením obmedzeným||||13373/30|Pod Hrádkom|Prešov|['08005']|Slovenská republika|1997-10-28|
804934|35746343|SIAD Slovakia spol. s r. o.||Spoločnosť s ručením obmedzeným||||16130 / 7/B|Galvaniho|Bratislava - mestská časť Ružinov|['821 04']|Slovenská republika|1998-05-11|
750367|45300534|MI - TATRY, s.r.o.||Spoločnosť s ručením obmedzeným||||50||Kravany|['05918']|Slovenská republika|2009-12-04|
548059|44379552|GEHAS SLOVAKIA s. r. o.||Spoločnosť s ručením obmedzeným||||5|Námestie Martina Benku|Bratislava - mestská časť Staré Mesto|['81107']|Slovenská republika|2008-10-03|
769968|31398294|KVANT spol. s r.o.||Spoločnosť s ručením obmedzeným|||||Fakulta matematiky, fyziky a informatiky UK, Mlynská Dolina|Bratislava|['84248']|Slovenská republika|1995-07-13|
482903|36807702|SLOVAKIA ENERGY, s.r.o., v likvidácii||Spoločnosť s ručením obmedzeným||||21|Einsteinova|Bratislava - mestská časť Petržalka|['85101']|Slovenská republika|2007-07-21|
9418043|51217368|Eurokomp group s. r. o.||Spoločnosť s ručením obmedzeným||||1|Jelenia|Bratislava - mestská časť Staré Mesto|['811 05']|Slovenská republika|2018-01-16|
9555509|00164721|Slovenské národné múzeum||Príspevková organizácia|||Bratislava - mestská časť Staré Mesto, Vajanského nábrežie 61/2, 81006, Slovenská republika|2|Vajanského nábrežie|Bratislava - mestská časť Staré Mesto|['81006']|Slovenská republika|1979-02-01|
832512|43851321|SEPStav, s.r.o.||Spoločnosť s ručením obmedzeným||||49|Železiarenská|Košice|['04015']|Slovenská republika|2007-12-05|
10064164|52716678|ROIstav s.r.o.||Spoločnosť s ručením obmedzeným||||1797|Toplianska|Vranov nad Topľou|['09301']|Slovenská republika|2019-10-17|
655374|46852867|Originals, s.r.o.||Spoločnosť s ručením obmedzeným||||3256/15|Karpatská|Poprad|['05801']|Slovenská republika|2012-10-04|
916186|36494046|VSK PRO - ZEO s. r. o.||Spoločnosť s ručením obmedzeným||||125|Južná trieda|Košice|['04001']|Slovenská republika|2004-05-22|
4722020|35581727|ReSocia, n. o.||Nezisková organizácia poskytujúca všeobecne prospešné služby|||||Petrovce|Petrovce|['07262']|Slovenská republika|2005-10-13|
9388539|30794536|Ústredie práce, sociálnych vecí a rodiny||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Špitálska 2206/8, 81267, Slovenská republika|8|Špitálska|Bratislava - mestská časť Staré Mesto|['81267']|Slovenská republika|2003-11-20|
640930|47433931|STAVANA s.r.o.||Spoločnosť s ručením obmedzeným||||2041/2|Kukučínova|Snina|['06901']|Slovenská republika|2013-10-02|
228518|46918701|TL agency s.r.o.||Spoločnosť s ručením obmedzeným||||16|Vašinova|Nitra|['94901']|Slovenská republika|2012-11-22|
701236|36757535|CEZO spol. s r.o.||Spoločnosť s ručením obmedzeným||||2628|Jasenovská|Humenné|['066 01']|Slovenská republika|2007-03-27|
9835630|00164615|Národné osvetové centrum||Príspevková organizácia|||Bratislava - mestská časť Staré Mesto, Námestie SNP 471/12, 81234, Slovenská republika|12|Námestie SNP|Bratislava - mestská časť Staré Mesto|['81234']|Slovenská republika|1991-03-25|
1716941|37317342|Ing. Peter Vasil||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||28|Štefánikova|Michalovce|['07101']|Slovenská republika|1992-08-06|
705800|48237531|KING - Stav s.r.o.||Spoločnosť s ručením obmedzeným||||49|Slovenská|Prešov|['08001']|Slovenská republika|2015-08-08|
2733193|||||||||||||2006-05-16|2024-01-01
9371893|00332933|Mesto Vranov nad Topľou||Obec (obecný úrad), mesto (mestský úrad)|||Vranov nad Topľou, Dr. C. Daxnera 87/1|1|Dr. C. Daxnera|Vranov nad Topľou|['09316']|Slovenská republika|1973-07-01|
786561|36730866|M.A.D.D. FRUIT, s.r.o.||Spoločnosť s ručením obmedzeným||||10|Michalovská|Sobrance|['07301']|Slovenská republika|2007-01-27|
9389250|||||||||||||1996-10-01|2023-12-31
935313|46887717|MK TRAKTOR s.r.o.||Spoločnosť s ručením obmedzeným||||94|Okružná|Michalovce|['07101']|Slovenská republika|2012-12-01|
2764788|44133812|Tomáš Fabian||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Hermanovce nad Topľou|['09434']|Slovenská republika|2008-05-01|
760067|31691552|GAS Familia, s.r.o. Stará Ľubovňa||Spoločnosť s ručením obmedzeným||||8|Prešovská|Stará Ľubovňa|['06401']|Slovenská republika|1994-06-16|
420390|36059323|KRONOSPAN, s.r.o.||Spoločnosť s ručením obmedzeným||||1335/21|Lučenecká cesta č.|Zvolen|['960 01']|Slovenská republika|2003-04-02|
9731735|31998887|Rímskokatolícka farnosť sv. Jána Nepomuckého, Vechec||Cirkevná organizácia|||Vechec, Hlavná 49/141, 09412, Slovenská republika|141|Hlavná|Vechec|['09412']|Slovenská republika|1994-01-01|
863776|36224332|AGROVOK - SERVIS, s.r.o.||Spoločnosť s ručením obmedzeným||||880|Matúškovská cesta|Galanta|['92401']|Slovenská republika|1998-01-01|
725639|35798840|ABC KLÍMA KOŠICE s. r. o.||Spoločnosť s ručením obmedzeným||||40/F|Rybničná|Bratislava - mestská časť Vajnory|['83107']|Slovenská republika|2000-10-24|
15793944|53857411|OZ-Pomoc psíkom na východnom Slovensku||Združenie (zväz, spolok, spoločnosť, klub ai.)||||41|Jána Erdélyiho|Veľké Kapušany|['07901']|Slovenská republika|2021-07-27|
9309457|51053691|Henmax s.r.o.||Spoločnosť s ručením obmedzeným||||233/123|SNP|Trebišov|['07501']|Slovenská republika|2017-09-01|
705054|47598654|W-ECOPOWER, s.r.o.||Spoločnosť s ručením obmedzeným||||3|Tkáčska|Prešov|['08001']|Slovenská republika|2014-01-10|
745894|45562776|CBR s. r. o.||Spoločnosť s ručením obmedzeným||||29|Hollého|Sabinov|['08301']|Slovenská republika|2010-06-01|
746201|47480238|INKOL s.r.o.||Spoločnosť s ručením obmedzeným||||397/14|Kukorelliho|Hanušovce nad Topľou|['09431']|Slovenská republika|2013-10-16|
9063401|50631691|IZA STAVEBNINY s.r.o.||Spoločnosť s ručením obmedzeným||||890|Čaklov|Čaklov|['09435']|Slovenská republika|2017-01-01|
16180612|54371007|CANUB s.r.o.||Spoločnosť s ručením obmedzeným||||7770/10A|Karpatské námestie|Bratislava - mestská časť Rača|['831 06']|Slovenská republika|2022-03-22|
8527215|50383230|EKOCHARITA SLOVENSKO SLOVENSKU||Združenie (zväz, spolok, spoločnosť, klub ai.)||||45|Gen.M.R.Štefánika|Kežmarok|['06001']|Slovenská republika|2016-07-01|
9584827|51634996|ŠAFO SECURITY s.r.o.||Spoločnosť s ručením obmedzeným||||1510/3|26. novembra|Humenné|['06601']|Slovenská republika|2018-05-10|
2696436|43223664|Iveta Ondarišinová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Holčíkovce|['09405']|Slovenská republika|2006-07-01|
1006769|31595545|KOMUNÁLNA poisťovňa, a.s. Vienna Insurance Group||Akciová spoločnosť||||17|Štefánikova|Bratislava|['811 05']|Slovenská republika|1994-01-01|
997502|36205915|Mäso ZEMPLÍN, a.s.||Akciová spoločnosť||||č.86|Užhorodská|Michalovce|['07101']|Slovenská republika|2001-04-17|
708899|36465224|DOVE, s.r.o.||Spoločnosť s ručením obmedzeným||||3052|MOTOCENTRUM - areál|Poprad - Východ|['05801']|Slovenská republika|2000-02-21|
1038937|00156752|VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK||Štátny podnik||||2|P.O.BOX 45, Karloveská|Bratislava|['84204']|Slovenská republika|1989-01-01|
15747625|52752194|Jozef Špirko - Projektant||Slobodné povolanie-fyzická osoba podnikajúca na základe iného ako živnostenského zákona|||Hermanovce nad Topľou, 28, 09434, Slovenská republika|||Hermanovce nad Topľou|['09434']|Slovenská republika|2019-11-01|
13435058|37781120|Hornozemplínske osvetové stredisko vo Vranove nad Topľou||Príspevková organizácia|||Vranov nad Topľou, Sídlisko 1.mája 74, 09301, Slovenská republika||Sídlisko 1.mája|Vranov nad Topľou|['09301']|Slovenská republika|1999-04-01|
750373|36464279|TELECOM TKR, s.r.o.||Spoločnosť s ručením obmedzeným||||3|Námestie slobody|Vranov nad Topľou|['09301']|Slovenská republika|1999-12-23|
4704764|31821979|Vysoká škola zdravotníctva a sociálnej práce Sv. Alžbety,n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||1|Palackého|Bratislava - mestská časť Staré Mesto|['81102']|Slovenská republika|2002-10-21|
661510|47505371|WAY-COPY SK, s.r.o.||Spoločnosť s ručením obmedzeným||||1623||Raková|['02351']|Slovenská republika|2013-11-09|
4611239|42232775|Občianske združenie uchovávania ľudových tradícií, zvykov a remesiel ROVINA||Združenie (zväz, spolok, spoločnosť, klub ai.)||||836|Kvetná|Vranov nad Topľou|['09303']|Slovenská republika|2011-09-29|
13457736|31955631|Gréckokatolícka cirkev, farnosť Sedliská||Cirkevná organizácia|||Sedliská, 264, časť obce: Sedliská, 09409, Slovenská republika|||Sedliská|['09409']|Slovenská republika|1994-02-21|
